keydevid,companyid,keydeveventtypeid,announcedate,gvkey
116249198,474102,25,20101126,
116249925,27460,25,20101126,024283
116250542,3128334,25,20101126,166433
116250786,34317,25,20101126,120334
116251455,184468,25,20101126,
116276734,1324078,25,20101126,107917
116305505,1593064,25,20101126,
116319630,98873,25,20101127,005597
116319630,184468,25,20101127,
116319967,33328,25,20101126,008762
116320446,4546843,25,20101126,
116320658,867423,25,20101127,006742
116320916,166754,25,20101201,154039
116339787,31158,25,20101129,137310
116347136,406896,25,20101129,061745
116349030,361335,25,20101129,064166
116349042,108856,25,20101129,005606
116350204,1343561,25,20101129,140194
116351456,21835,25,20101129,012141
116354672,92578,25,20101129,116772
116379153,26671284,25,20101129,
116379784,248655,25,20101129,001239
116379804,297114,25,20101129,008596
116385506,391687,25,20101130,003243
116389836,91868,25,20101130,104604
116389836,251230,25,20101130,001704
116391207,5644857,25,20101129,288991
116392446,383462,25,20101129,
116403562,323899,25,20101130,012673
116404069,25798,25,20101130,002403
116409762,3608705,25,20101130,245036
116412002,253561,25,20101130,001981
116412769,106521008,25,20101130,
116412769,107454487,25,20101130,
116413008,874628,25,20101130,015600
116418256,115160408,25,20101130,
116418294,27862,25,20101129,114524
116422889,258181,25,20101130,020548
116446135,21949702,25,20101130,
116446135,32892343,25,20101130,
116446300,281438,25,20101201,006097
116446913,270961,25,20101130,004640
116448027,19049,25,20101201,007647
116449896,34277531,25,20101201,
116449896,579116627,25,20101201,
116461789,4438188,25,20101130,
116461924,19049,25,20101130,007647
116461924,323899,25,20101130,012673
116461928,405739,25,20101130,028838
116461971,84014545,25,20101130,
116466496,705881,25,20101201,
116466496,1547287,25,20101201,
116467960,21171,25,20101201,027928
116468148,2491482,25,20101201,221730
116468472,317627,25,20101201,025279
116468472,6883344,25,20101201,
116468476,135466,25,20101201,251118
116470253,12437731,25,20101201,164293
116471560,3553566,25,20101201,118125
116472530,35867,25,20101130,010774
116472530,4276924,25,20101130,
116472981,406896,25,20101201,061745
116473822,30345,25,20101201,116104
116473829,116197577,25,20101201,
116474234,1549694,25,20101201,
116474496,32389646,25,20101201,177108
116475314,37985765,25,20101201,177659
116479610,28671,25,20101201,176291
116505123,316977,25,20101201,025047
116507458,878082,25,20101202,029017
116507458,116512135,25,20101202,
116510013,27994984,25,20101201,
116510114,698779,25,20101201,
116511195,20841262,25,20101201,
116511195,30466852,25,20101201,281732
116512510,24509191,25,20101201,266319
116514990,6470450,25,20101201,
116515621,310240,25,20101202,012075
116530661,22479622,25,20101201,
116530831,319676,25,20101201,019661
116533397,111942721,25,20101125,
116534581,4458054,25,20101130,
116535322,165266,25,20101130,
116535322,1039259,25,20101130,
116535322,4276294,25,20101130,
116535749,59372967,25,20101201,178188
116535869,4730980,25,20101201,
116538297,27044491,25,20101202,
116541474,308047,25,20101202,014538
116556018,4220555,25,20101201,
116556026,874249,25,20101201,100581
116556034,37985765,25,20101202,177659
116556812,323746,25,20101202,027780
116558118,24879,25,20101202,066060
116558152,874410,25,20101202,220558
116558285,25538304,25,20101202,275201
116558304,473285,25,20101202,030128
116558312,882504,25,20101202,223152
116558338,116197577,25,20101201,
116558343,1789909,25,20101202,107781
116558395,408374,25,20101202,100499
116560152,664951,25,20101202,100713
116561636,259280,25,20101202,002812
116562316,24937,25,20101202,001690
116567014,12437731,25,20101202,164293
116567044,3553566,25,20101202,118125
116567167,878449,25,20101202,200263
116569114,25037432,25,20101203,
116569116,410467,25,20101203,015576
116569310,658776,25,20101202,002968
116569310,3534201,25,20101202,
116569310,3711604,25,20101202,
116569310,12678274,25,20101202,
116569393,877066,25,20101203,251303
116570074,260753,25,20101203,003048
116570190,3661552,25,20101203,160471
116570393,432063,25,20101202,007392
116570393,34990138,25,20101202,
116570672,23221469,25,20101201,
116572611,4966005,25,20101129,
116575721,314433,25,20101202,011513
116575951,29096,25,20101202,160329
116578506,3554691,25,20101129,
116578855,139677,25,20101129,006266
116578855,6462911,25,20101129,
116578855,32503705,25,20101129,
116582434,805269,25,20101203,
116585509,606333,25,20101202,176652
116585601,36478,25,20101203,027845
116585601,383101,25,20101203,109185
116585601,966196,25,20101203,
116585601,4271332,25,20101203,
116586964,27368618,25,20101203,175493
116588186,289834,25,20101203,007691
116588267,3597611,25,20101203,150877
116588270,382553,25,20101203,101310
116588895,53076664,25,20101203,
116588895,53076781,25,20101203,
116589437,25500508,25,20101203,
116589734,3185039,25,20101202,108493
116589781,25542926,25,20101202,
116591796,346549,25,20101202,031193
116621893,24603346,25,20101203,
116622270,30322887,25,20101203,
116622397,658776,25,20101204,002968
116622538,6425550,25,20101203,
116622578,6686212,25,20101203,
116622578,12534920,25,20101203,162283
116622582,408374,25,20101203,100499
116622815,2982892,25,20101203,149437
116622821,4163087,25,20101203,
116622827,39695597,25,20101203,021241
116622828,406896,25,20101203,061745
116622905,9674016,25,20101203,273436
116622918,29278374,25,20101203,
116622918,41925117,25,20101203,
116622951,32423558,25,20101203,
116623188,4158314,25,20101204,014266
116624456,114199246,25,20101203,185685
116633774,22187,25,20101204,
116633806,108533790,25,20101204,182331
116633828,23078776,25,20101204,
116633828,25403751,25,20101204,165675
116633897,658507,25,20101204,
116633946,26268,25,20101203,003278
116633946,371856,25,20101203,066061
116633959,314433,25,20101203,011513
116634035,361663,25,20101204,062700
116634486,382645,25,20101206,015509
116635351,415798,25,20101204,002136
116635644,4308819,25,20101203,
116651218,32449446,25,20101206,
116657156,11499008,25,20101206,
116657156,115278136,25,20101206,
116660979,94509,25,20101206,023955
116662002,313055,25,20101206,011259
116691743,34745,25,20101206,025434
116691942,293286,25,20101206,008068
116692446,115668,25,20101206,178738
116692484,26977,25,20101206,010484
116692538,2413126,25,20101206,161997
116692575,24568,25,20101206,141384
116692673,48713765,25,20101206,
116692846,349515,25,20101206,030185
116693728,262431,25,20101206,014597
116713143,24732,25,20101206,024396
116724393,32369888,25,20101207,
116729310,606333,25,20101207,176652
116729321,281726,25,20101207,013639
116730895,382645,25,20101207,015509
116732935,4372939,25,20101206,
116734189,27862,25,20101207,114524
116735491,26977,25,20101207,010484
116739180,1006492,25,20101204,
116742282,115278136,25,20101207,
116742931,3695566,25,20101207,177376
116745638,99403596,25,20101206,
116745913,307982,25,20101207,007991
116745913,36336503,25,20101207,
116746081,4058466,25,20101207,
116746085,120623,25,20101207,009850
116746085,135470,25,20101207,001440
116746085,246757,25,20101207,010447
116746085,267850,25,20101207,004093
116746085,527542,25,20101207,007977
116746291,4717668,25,20101203,160376
116747032,382645,25,20101207,015509
116747308,370857,25,20101207,002285
116747362,309845,25,20101207,010795
116747362,561001,25,20101207,220833
116748178,93024,25,20101207,014908
116748426,19049,25,20101207,007647
116748472,4219354,25,20101207,
116749279,34093,25,20101207,013988
116749332,361761,25,20101207,063338
116750171,115668,25,20101207,178738
116773473,9962209,25,20101207,005342
116773671,82846524,25,20101207,
116773713,354895,25,20101207,062948
116773886,188196,25,20101207,012544
116777373,918693,25,20101207,
116778715,876195,25,20101207,
116781226,108382,25,20101207,
116781769,93625,25,20101207,007241
116782423,336241,25,20101207,030990
116782457,29326444,25,20101207,
116782457,116783552,25,20101207,
116783030,188096,25,20101206,127774
116784274,382645,25,20101207,015509
116784274,695938,25,20101207,015549
116784274,874453,25,20101207,023163
116784274,13573967,25,20101207,
116789113,21671,25,20101208,122614
116789113,527946,25,20101208,025002
116789113,1505137,25,20101208,
116789113,4163122,25,20101208,
116789531,93030,25,20101208,006788
116791776,9573447,25,20101208,165844
116792191,115209826,25,20101208,
116792236,472898,25,20101208,
116792734,114199246,25,20101207,185685
116801633,33396530,25,20101208,
116805287,8840403,25,20101208,160912
116805582,5502698,25,20101208,
116805664,382870,25,20101208,006839
116806109,874179,25,20101206,017703
116806109,1972422,25,20101206,
116806849,32872064,25,20101208,177925
116807778,45090653,25,20101208,
116807876,92001,25,20101208,001447
116808699,20765463,25,20101208,170617
116836179,21803,25,20101208,007267
116836376,302594,25,20101208,009599
116836596,407246,25,20101208,126020
116837245,305304,25,20101208,004723
116837265,11499770,25,20101209,
116838556,29470,25,20101208,005643
116838636,21935489,25,20101208,
116838662,874556,25,20101209,100680
116838662,51601880,25,20101209,
116839497,254390,25,20101208,002163
116843859,114199246,25,20101206,185685
116844686,1861276,25,20101206,
116844957,40374223,25,20101206,
116846148,293286,25,20101206,008068
116849779,28560763,25,20101209,272722
116850655,563937,25,20101209,015634
116851572,606333,25,20101209,176652
116851574,5471044,25,20101209,160739
116851574,27833612,25,20101209,
116852041,9317643,25,20101209,272266
116852252,190786,25,20101208,010813
116855334,36652,25,20101209,126056
116855334,658713,25,20101209,146071
116857339,1076828,25,20101209,176279
116858514,4184604,25,20101209,164506
116858900,6681086,25,20101209,
116860551,7680427,25,20101209,213127
116862790,407172,25,20101209,028338
116886871,108533790,25,20101209,182331
116887079,931517,25,20101210,296895
116887097,42741660,25,20101210,180272
116887185,6577407,25,20101209,
116887322,319993,25,20101209,024379
116887709,24937,25,20101209,001690
116888607,281726,25,20101209,013639
116888718,33349951,25,20101209,
116892294,21803,25,20101209,007267
116892594,199526,25,20101209,015181
116892594,391687,25,20101209,003243
116892594,553907,25,20101209,015547
116892594,20670774,25,20101209,
116892594,22919955,25,20101209,
116892594,26934161,25,20101209,
116892594,96115489,25,20101209,
116897188,4184604,25,20101209,164506
116898494,406338,25,20101210,004503
116900273,34883,25,20101210,062655
116900385,391687,25,20101209,003243
116900455,6476098,25,20101209,
116904917,11042136,25,20101209,270615
116906437,13452242,25,20101210,206605
116908808,120343,25,20101210,101264
116909023,410350,25,20101210,104833
116909032,139488,25,20101210,007154
116909114,877168,25,20101210,220801
116911800,3778566,25,20101210,063166
116912134,4026111,25,20101210,157057
116919713,35962803,25,20101210,018872
116946420,28536,25,20101210,013397
116947002,37985765,25,20101211,177659
116947024,6526722,25,20101210,
116947966,22992351,25,20101210,
116948466,8032555,25,20101210,
116948755,3051118,25,20101210,243858
116948755,6950700,25,20101210,014112
116948755,20702150,25,20101210,
116949908,4481660,25,20101209,152309
116949908,47750975,25,20101209,
116961587,413817,25,20101211,064835
116964542,874522,25,20101213,100650
116966781,135470,25,20101213,001440
116970017,126475,25,20101213,103487
116970530,271659,25,20101211,004678
116974836,27368618,25,20101209,175493
116975002,30661383,25,20101208,
116975353,32053,25,20101208,025783
116975353,35000,25,20101208,015855
116975353,883357,25,20101208,204049
116976928,161182,25,20101203,
117010204,24937,25,20101213,001690
117010204,27862,25,20101213,114524
117010204,29096,25,20101213,160329
117010204,32012,25,20101213,147579
117010204,91800,25,20101213,062634
117010204,20765463,25,20101213,170617
117010204,24603346,25,20101213,
117010240,108533790,25,20101213,182331
117010262,42741660,25,20101213,180272
117010284,4985204,25,20101213,178548
117010293,31283,25,20101213,129442
117010382,472898,25,20101213,
117010744,931517,25,20101214,296895
117010779,24937,25,20101214,001690
117010779,29096,25,20101214,160329
117010779,20765463,25,20101214,170617
117010779,24603346,25,20101214,
117010789,23093663,25,20101214,
117011723,4180247,25,20101213,
117016316,30638942,25,20101213,
117017556,4476039,25,20101213,
117017568,214753947,25,20101213,
117017679,58021851,25,20101213,
117019756,97199,25,20101208,007985
117022559,266311,25,20101201,003851
117027577,4393785,25,20101214,
117028251,32606555,25,20101214,
117031176,248356,25,20101129,001209
117031329,286798,25,20101130,014418
117031476,27620,25,20101214,003971
117036087,260324,25,20101129,014290
117038614,527037,25,20101214,100465
117040356,8975639,25,20101130,126046
117040390,190268,25,20101202,010618
117040548,91800,25,20101201,062634
117042003,177031,25,20101201,005047
117050026,255397,25,20101214,002184
117051358,290541,25,20101214,007904
117075162,168048,25,20101214,
117075162,9514876,25,20101214,
117076371,7195658,25,20101214,175995
117076371,53966717,25,20101214,
117076382,4180255,25,20101214,147175
117077130,22774716,25,20101214,
117077475,882201,25,20101215,212596
117077917,2213593,25,20101214,
117077983,284639,25,20101214,006522
117077983,20672559,25,20101214,
117078131,276209,25,20101129,005301
117079242,878663,25,20101215,200773
117079633,5663464,25,20101201,
117081076,361663,25,20101214,062700
117081693,380993,25,20101215,014527
117081693,2313185,25,20101215,
117081693,4172348,25,20101215,
117081693,7714654,25,20101215,
117081693,30965607,25,20101215,
117082198,394466,25,20101214,002410
117083213,22071046,25,20101215,272695
117084411,613562,25,20101214,009653
117084463,406338,25,20101214,004503
117092620,6656971,25,20101214,
117093658,26524,25,20101215,061676
117093658,112881761,25,20101215,
117093836,91825,25,20101215,175376
117093836,93396,25,20101215,004194
117093836,95830,25,20101215,
117094599,390978,25,20101215,063412
117095380,39677352,25,20101215,
117095583,292891,25,20101215,008007
117095681,956740,25,20101214,
117097379,406338,25,20101208,004503
117097485,29767398,25,20101214,
117098201,5478128,25,20101215,
117098201,114127724,25,20101215,295910
117100883,800199,25,20101216,
117101274,37130545,25,20101215,
117113746,251349,25,20101216,011923
117113746,394466,25,20101216,002410
117113746,407172,25,20101216,028338
117116380,108533790,25,20101215,182331
117140505,33710,25,20101215,147638
117140535,41294165,25,20101215,
117140557,269027,25,20101215,004245
117140667,32305,25,20101215,264385
117140667,32538,25,20101215,028380
117140697,316367,25,20101215,015343
117141042,13220283,25,20101215,
117141042,109543688,25,20101215,
117141049,4191882,25,20101215,
