keydevid,companyid,keydeveventtypeid,announcedate,gvkey
114762694,92578,25,20101020,116772
114764153,24937,25,20101020,001690
114766172,1342179,25,20101020,030398
114767975,343688,25,20101021,028866
114768257,22071046,25,20101021,272695
114768789,288502,25,20101021,007257
114769545,882255,25,20101021,204825
114769572,24885321,25,20101020,
114769608,112305,25,20101020,122514
114769620,13622775,25,20101020,156859
114769707,1789909,25,20101020,107781
114773193,249925,25,20101019,002055
114786410,1593064,25,20101021,
114786410,21823280,25,20101021,
114813134,169308,25,20101015,007648
114813134,275400,25,20101015,005179
114813134,283857,25,20101015,006435
114813134,906202,25,20101015,
114813134,985441,25,20101015,
114813134,1492336,25,20101015,147565
114813134,4369932,25,20101015,
114813134,8511498,25,20101015,
114813134,40258700,25,20101015,
114813134,43573869,25,20101015,
114813330,6463097,25,20101021,
114813530,289194,25,20101021,007435
114813530,7960453,25,20101021,
114813977,346549,25,20101021,031193
114814176,271409,25,20101021,004674
114814350,34233245,25,20101021,183066
114814355,29808652,25,20101021,165147
114814371,24568,25,20101021,141384
114815516,874164,25,20101021,100696
114816059,876763,25,20101021,101360
114818512,247483,25,20101020,001078
114819221,9193533,25,20101021,270593
114819329,314896,25,20101021,023978
114822159,679265,25,20101017,
114824297,190636,25,20101021,010793
114824597,58018780,25,20101020,
114831265,7716949,25,20101022,157217
114832642,881091,25,20101022,235830
114835473,6675584,25,20101021,
114836994,878891,25,20101022,200695
114836995,30397130,25,20101022,002484
114840954,24886525,25,20101022,163772
114866085,343688,25,20101023,028866
114866105,104422420,25,20101023,184109
114866131,400495,25,20101023,121816
114866549,11323014,25,20101022,271003
114866709,26468,25,20101023,065042
114867335,114998000,25,20101022,
114867570,875364,25,20101021,100707
114867570,4493541,25,20101021,211014
114867570,5486970,25,20101021,
114868869,13515033,25,20101018,
114868869,35189049,25,20101018,
114868894,2404067,25,20101020,
114868965,416620,25,20101022,144496
114869163,10246973,25,20101021,
114870615,46236293,25,20101022,180279
114870686,5844438,25,20101022,272409
114870688,106335,25,20101023,004839
114870695,19049,25,20101022,007647
114870760,106335,25,20101023,004839
114870763,92001,25,20101022,001447
114871016,4404124,25,20101021,
114871081,310271,25,20101021,017254
114871081,398625,25,20101021,114628
114871081,671980,25,20101021,177088
114871081,1625727,25,20101021,
114871081,4200947,25,20101021,
114871382,202768,25,20101021,030247
114871479,40151328,25,20101021,187576
114871723,340997,25,20101020,060990
114871723,4359844,25,20101020,
114872169,4481272,25,20101020,
114872446,26504358,25,20101020,
114875317,11128731,25,20101019,
114875500,30303433,25,20101019,
114880574,20357155,25,20101019,270780
114880585,4191882,25,20101023,
114880717,53370965,25,20101019,
114880748,4297842,25,20101019,
114880762,4220293,25,20101019,
114880909,3027749,25,20101023,260149
114880910,1039259,25,20101022,
114881373,4425823,25,20101018,
114881556,388839,25,20101023,109258
114881717,26024271,25,20101014,
114902537,5566600,25,20101025,
114905898,24937,25,20101024,001690
114905983,926955,25,20101024,002885
114915324,799611,25,20101025,
114915324,5603329,25,20101025,
114915324,22728640,25,20101025,
114921277,1266531,25,20101024,162140
114924027,799611,25,20101025,
114924027,880128,25,20101025,222070
114924027,5603329,25,20101025,
114924027,22728640,25,20101025,
114928481,25071541,25,20101026,
114928501,323930,25,20101025,014140
114928631,650516,25,20101025,015289
114928714,249126,25,20101025,001279
114928714,293515,25,20101025,008099
114928781,9235643,25,20101026,264351
114928811,879720,25,20101025,029175
114929139,126475,25,20101025,103487
114929139,997532,25,20101025,
114929139,140833403,25,20101025,
114929578,3188738,25,20101025,019907
114929814,6458368,25,20101025,
114930913,3110109,25,20101025,106433
114931121,10524845,25,20101025,270125
114931462,20611761,25,20101026,175482
114932923,6452633,25,20101025,
114933022,106583177,25,20101025,
114934916,361761,25,20101026,063338
114935142,29096,25,20101026,160329
114935142,99186,25,20101026,007585
114935142,874722,25,20101026,104609
114935142,8104897,25,20101026,251929
114935198,29096,25,20101025,160329
114935249,91868,25,20101025,104604
114935617,29753,25,20101025,138205
114935617,30253,25,20101025,118577
114935617,11461617,25,20101025,185419
114936270,27745,25,20101019,003707
114936790,10004874,25,20101025,179690
114938738,1789728,25,20101026,
114938738,31048180,25,20101026,
114938738,115209826,25,20101026,
114938976,47702093,25,20101026,
114943210,301667,25,20101025,009372
114943774,12912674,25,20101026,
114946463,692709,25,20101025,208773
114947076,939442,25,20101026,
114976384,275442,25,20101026,005180
114984318,27592112,25,20101026,
114984318,34322964,25,20101026,177486
114984734,27794589,25,20101026,
114986138,876159,25,20101026,030519
114986138,1069218,25,20101026,
114987546,99186,25,20101018,007585
114987743,472898,25,20101026,
114988163,299199,25,20101026,019565
114988163,880408,25,20101026,063139
114991780,370857,25,20101026,002285
114992060,27685,25,20101027,031587
114993648,21127,25,20101027,006008
114994166,27056,25,20101027,118121
114996580,410467,25,20101027,015576
114997671,528414,25,20101025,140760
114997857,103284,25,20101027,001663
114997857,6564006,25,20101027,
115002226,249126,25,20101027,001279
115016942,124423,25,20101026,004598
115017257,126475,25,20101027,103487
115022010,290203,25,20101027,007637
115022048,398144,25,20101027,118795
115022058,966196,25,20101027,
115022274,3188887,25,20101027,
115022360,32307,25,20101027,117768
115022471,1057357,25,20101027,179818
115022556,32305,25,20101027,264385
115023562,173341,25,20101027,003226
115023704,745257,25,20101027,241637
115026215,6582246,25,20101027,
115032990,876160,25,20101028,102373
115033741,29096,25,20101027,160329
115034422,1324078,25,20101026,107917
115034422,23382956,25,20101026,165733
115038196,28496216,25,20101028,288083
115058097,705790,25,20101028,128121
115084235,91675,25,20101028,011300
115085026,516026,25,20101028,
115085236,139488,25,20101028,007154
115085249,103375,25,20101027,100080
115085258,382645,25,20101028,015509
115085258,658776,25,20101028,002968
115085394,275442,25,20101027,005180
115085528,9844215,25,20101028,
115086875,35715,25,20101028,012277
115087119,5491822,25,20101025,
115088437,13288313,25,20101028,
115090369,882202,25,20101029,247885
115090369,33780391,25,20101029,
115092685,386225,25,20101025,112168
115093719,331502,25,20101029,029264
115102974,256827,25,20101029,011805
115103060,682382,25,20101028,
115103977,4730782,25,20101029,
115103980,180871,25,20101029,006829
115104659,874001,25,20101029,100247
115131652,27056,25,20101029,118121
115131737,4279195,25,20101029,155738
115131742,162270,25,20101028,008530
115131746,762441,25,20101029,175092
115131751,762441,25,20101029,175092
115131769,1606270,25,20101029,031562
115131769,6522693,25,20101029,108891
115131769,30619820,25,20101029,
115132012,311174,25,20101029,015240
115132242,248823,25,20101028,001243
115132245,29096,25,20101028,160329
115132265,878476,25,20101029,200998
115132526,7715619,25,20101029,
115134373,26570236,25,20101029,
115134516,42193787,25,20101027,
115134657,8032555,25,20101018,
115134768,29096,25,20101029,160329
115134768,91800,25,20101029,062634
115137376,82388475,25,20101026,
115137376,100323846,25,20101026,
115139803,385727,25,20101030,212340
115145670,9206772,25,20101029,066198
115145671,9525280,25,20101029,
115145681,291619,25,20101026,007866
115145684,878651,25,20101030,203557
115145820,177698,25,20101030,005439
115145878,2403352,25,20101026,220510
115145935,10246973,25,20101029,
115146055,35715,25,20101028,012277
115146086,99186,25,20101030,007585
115146103,24603346,25,20101030,
115146104,34093,25,20101030,013988
115146213,7834004,25,20101026,208039
115146338,9156676,25,20101029,239638
115146482,34430158,25,20101029,
115147930,115221809,25,20101027,
115148311,1068768,25,20101029,009281
115148311,10242842,25,20101029,
115148311,10242851,25,20101029,
115148311,25287811,25,20101029,
115148311,39101756,25,20101029,
115148311,65036643,25,20101029,
115148311,115221854,25,20101029,
115152209,4642692,25,20101028,
115155207,2755366,25,20101027,
115155207,47055009,25,20101027,
115155733,4273392,25,20101101,
115157274,30919254,25,20101029,
115161535,4404192,25,20101028,
115162167,35715,25,20101028,012277
115163772,195901,25,20101030,009023
115164633,319676,25,20101031,019661
115165025,697777,25,20101101,285509
115165768,323857,25,20101030,027786
115167183,45797662,25,20101028,
115169638,1343561,25,20101101,140194
115170276,191564,25,20101025,003980
115170653,139677,25,20101101,006266
115171850,1142796,25,20101101,
115172301,2762053,25,20101101,
115172593,124423,25,20101101,004598
115173165,26765,25,20101101,
115173325,422832,25,20101101,186159
115173325,24932169,25,20101101,
115175395,21754331,25,20101101,270088
115175602,54086314,25,20101101,
115176367,126475,25,20101101,103487
115205387,391396,25,20101102,007422
115205475,2457663,25,20101102,254380
115205491,27536,25,20101101,003905
115205557,27536,25,20101102,003905
115207187,874001,25,20101101,100247
115210652,4172376,25,20101024,
115215822,7834055,25,20101101,
115216668,30864,25,20101102,028378
115217365,258589,25,20101101,002710
115217373,9284360,25,20101102,259839
115218312,5581856,25,20101102,
115246905,29096,25,20101102,160329
115246915,8160011,25,20101031,
115246923,99097,25,20101031,
115246923,250388,25,20101031,001487
115246931,97782,25,20101031,
115246931,355279,25,20101031,026061
115246942,658838,25,20101031,163771
115246943,278679,25,20101101,005680
115246999,304124,25,20101031,009815
115247000,658776,25,20101031,002968
115247000,4165371,25,20101031,
115247013,1038328,25,20101101,143356
115247013,6562837,25,20101101,
115247034,34302,25,20101031,177127
115247041,874650,25,20101031,063546
115247089,956063,25,20101031,004581
115247140,6675566,25,20101102,
115247140,115278136,25,20101102,
115247195,373913,25,20101102,008031
115247245,6139084,25,20101101,
115247615,40259158,25,20101101,272578
115249130,295368,25,20101031,008402
115249239,661164,25,20101101,
115250378,168048,25,20101101,
115250378,192089,25,20101101,011649
115275966,29096,25,20101102,160329
115275983,25092,25,20101102,122159
115276000,290203,25,20101102,007637
115276000,932510,25,20101102,
115276000,4211892,25,20101102,
115276000,38444119,25,20101102,018888
115277515,290480,25,20101102,014145
115277630,286030,25,20101102,006809
115278480,415352,25,20101031,028347
115278651,316977,25,20101102,025047
115278912,386639,25,20101102,214526
115279396,376246,25,20101102,065374
115279616,8712695,25,20101102,
115280372,13467670,25,20101101,275216
115282591,190489,25,20101102,010726
115282615,190786,25,20101101,010813
115287162,28747830,25,20101101,
115291311,398625,25,20101102,114628
115291484,58775085,25,20101103,
115291951,319676,25,20101103,019661
115293084,34745,25,20101103,025434
115293091,732363,25,20101102,
115293091,6764460,25,20101102,
115294151,340736,25,20101103,060992
115336753,805269,25,20101102,
115336962,33254,25,20101103,119314
115336962,411110,25,20101103,132605
115336962,2237696,25,20101103,148769
115336962,25915843,25,20101103,126296
115337484,256565,25,20101103,013145
115363963,658776,25,20101103,002968
115363963,8781365,25,20101103,
115363986,29004,25,20101103,005169
115363987,658507,25,20101103,
115363996,188196,25,20101103,012544
115364024,337666,25,20101103,031224
115364504,22594908,25,20101103,165979
115364974,784454,25,20101103,225095
115364991,340250,25,20101103,060931
115365038,410467,25,20101104,015576
115365792,21127,25,20101102,006008
115366035,36398,25,20101103,030007
115368904,883676,25,20101103,232743
115369095,33946,25,20101103,126423
115371738,361133,25,20101028,005600
115371790,7757984,25,20101103,
115372115,32307,25,20101103,117768
115372454,4393260,25,20101102,
115373374,126475,25,20101104,103487
115373854,20333178,25,20101103,278265
115374126,92852,25,20101104,009340
115374126,11517448,25,20101104,
115375307,345779,25,20101104,029955
115375307,33876394,25,20101104,
115414193,658507,25,20101104,
115414292,391687,25,20101104,003243
115414302,428613,25,20101104,164532
115414340,139677,25,20101104,006266
115414340,6463097,25,20101104,
115414348,24937,25,20101104,001690
115414468,9345682,25,20101103,179413
115414471,275789,25,20101101,005234
115414584,4245633,25,20101101,
115414584,29001092,25,20101101,
115414634,4211892,25,20101103,
115414676,99754,25,20101104,
115414676,4467304,25,20101104,
115414676,49782557,25,20101104,
115414676,115456831,25,20101104,
115414676,528772421,25,20101104,
115414785,22594908,25,20101104,165979
115414795,22594908,25,20101105,165979
115414796,9206772,25,20101104,066198
115415046,373913,25,20101105,008031
115415115,256565,25,20101103,013145
115415520,606333,25,20101104,176652
115415549,401715,25,20101105,100243
115415569,8063970,25,20101104,
115415569,26979591,25,20101104,
115415569,118629730,25,20101104,066228
115415629,3069820,25,20101104,
115417095,9663555,25,20101104,256942
115417433,3800339,25,20101102,220575
115417722,22168442,25,20101103,
115417880,771328,25,20101104,295379
115456595,264656,25,20101105,003555
115456611,19049,25,20101105,007647
115456611,292891,25,20101105,008007
115456611,382645,25,20101105,015509
115456611,391687,25,20101105,003243
115456611,398625,25,20101105,114628
115456611,405739,25,20101105,028838
115456611,410467,25,20101105,015576
115456611,416620,25,20101105,144496
115456611,472898,25,20101105,
115456611,563937,25,20101105,015634
115456611,873976,25,20101105,015532
115456626,254571,25,20101106,002086
115456857,29096,25,20101104,160329
115456894,33011792,25,20101105,
115456918,124678,25,20101105,163878
115457165,878399,25,20101105,207045
115457165,9643983,25,20101105,
115457216,343688,25,20101105,028866
115457270,36398,25,20101105,030007
115457502,177126,25,20101105,005073
115457951,23941929,25,20101105,165501
115458278,8089664,25,20101105,204042
115459075,878841,25,20101104,102252
115459075,4717279,25,20101104,
115466677,93024,25,20101106,014908
115466677,875162,25,20101106,222353
115466677,3151753,25,20101106,
115466677,6466316,25,20101106,
115466677,23896454,25,20101106,
115466774,385288,25,20101105,016681
115468548,800888,25,20101106,
115468558,334055,25,20101106,030001
115468856,4204860,25,20101106,
115469030,32488123,25,20101103,
115469154,6574375,25,20101102,
115469269,1038328,25,20101105,143356
115469269,4224607,25,20101105,030731
115469270,11461566,25,20101105,179666
115469581,23704385,25,20101104,324888
115469677,22596505,25,20101104,
115469884,160040,25,20101104,
115470267,46840991,25,20101103,
115470331,161182,25,20101103,
115470542,2524027,25,20101105,
115478085,874695,25,20101103,016538
115478121,36730808,25,20101103,
115478190,2377324,25,20101103,
115478190,79711321,25,20101103,
115481667,414316,25,20101102,115947
115481667,6999686,25,20101102,
115481667,9321221,25,20101102,244380
115481667,32982871,25,20101102,
115487177,30396453,25,20101102,288196
115499073,3585925,25,20101026,181519
115502137,31348,25,20101108,007228
115502734,398625,25,20101107,114628
115504338,9383370,25,20101108,
115504473,2529483,25,20101108,242144
115504473,8781172,25,20101108,
115504488,22710452,25,20101108,
115507361,95404,25,20101108,
115507361,362000,25,20101108,025405
115507895,135506,25,20101108,002019
115508202,279306,25,20101108,011914
115510180,1579389,25,20101108,001388
115533879,1790684,25,20101108,160661
115558713,197773,25,20101109,130200
115558852,254571,25,20101108,002086
115558974,4339199,25,20101108,
115560574,39677352,25,20101108,
115560657,124678,25,20101106,163878
115560741,30742154,25,20101108,
115562744,391687,25,20101109,003243
115563437,92817,25,20101108,029028
115563449,349515,25,20101108,030185
115563449,30743524,25,20101108,
115565111,22652966,25,20101108,278074
115570819,112350,25,20101109,006066
115570819,32645857,25,20101109,
115573563,34093,25,20101109,013988
115575541,4560470,25,20101109,
115575931,878635,25,20101109,208332
115581228,26935352,25,20101108,
115581347,875458,25,20101109,101737
115581812,1516089,25,20101109,158736
115583201,1192450,25,20101108,
115583707,1002453,25,20101109,
115585068,31092661,25,20101109,175150
115585732,60979277,25,20101109,
115587130,6491293,25,20101109,
115587815,658776,25,20101109,002968
115612552,99186,25,20101109,007585
115612556,20726713,25,20101109,
115612934,371065,25,20101109,220487
115612934,27715977,25,20101109,
115613006,272285,25,20101109,004699
115613006,314433,25,20101109,011513
115613559,1342647,25,20101109,
115614374,5603329,25,20101109,
115614555,22728640,25,20101109,
115614644,32894758,25,20101109,
115614722,34388173,25,20101109,284741
115614722,38570377,25,20101109,
115614722,115621763,25,20101109,
115614842,20703845,25,20101108,
115616050,5638307,25,20101026,
115623028,22929109,25,20101110,282118
115623358,29673,25,20101109,020296
115624021,4262433,25,20101109,
115624021,13450487,25,20101109,
115628792,553907,25,20101109,015547
115631664,328377,25,20101110,028119
115632456,1538567,25,20101109,141467
115632712,319676,25,20101110,019661
115632828,385727,25,20101110,212340
115635079,876370,25,20101110,027309
115635389,254291,25,20101110,013365
115635781,391687,25,20101110,003243
115637054,2912218,25,20101110,
115637385,1788772,25,20101110,177654
115637385,54831412,25,20101110,
115637813,19609,25,20101110,126136
115638586,106335,25,20101110,004839
115638608,398006,25,20101110,211009
115638849,323857,25,20101110,027786
115638849,954488,25,20101110,
115638849,3601936,25,20101110,
115639067,34093,25,20101110,013988
115639142,22594908,25,20101111,165979
115639695,21835,25,20101111,012141
115640485,414005,25,20101110,125378
115641947,139121,25,20101111,233198
115644158,6520880,25,20101110,248128
115644415,28560763,25,20101110,272722
115645813,658507,25,20101110,
115646144,411338,25,20101110,113224
115646227,2173257,25,20101110,108373
115651179,99081910,25,20101110,
115651558,98506,25,20101110,002991
115651612,391396,25,20101111,007422
115652551,2482087,25,20101108,243394
115654976,290203,25,20101111,007637
115657791,276601,25,20101111,002269
115657903,411006,25,20101110,130138
115657903,30746925,25,20101110,
115691248,278212,25,20101112,005568
115698253,3177611,25,20101112,140621
115699597,9306451,25,20101111,259486
115701568,108856,25,20101110,005606
115701568,6699013,25,20101110,
115702510,27892744,25,20101111,
115704796,92699,25,20101111,136884
115704967,391687,25,20101111,003243
115706811,382645,25,20101112,015509
115706811,658776,25,20101112,002968
115707774,22508520,25,20101110,
115707801,153835,25,20101111,122062
115708040,22516162,25,20101111,
115708043,4320617,25,20101110,
115708184,20358707,25,20101111,272396
115708268,314057,25,20101110,011399
115708268,3738520,25,20101110,150937
115708650,266767,25,20101111,003946
115709746,739110,25,20101110,170307
115709746,132915255,25,20101110,
115712234,264048,25,20101110,144559
115712891,658776,25,20101112,002968
115713440,19049,25,20101112,007647
115715036,59056530,25,20101111,
115715164,7844187,25,20101111,
115718014,428034,25,20101112,210479
115719776,27910,25,20101110,063907
115721007,334622,25,20101112,028877
115722372,31900,25,20101112,063892
115722372,4252728,25,20101112,
115722372,4397121,25,20101112,
115746866,313055,25,20101111,011259
115747055,313055,25,20101112,011259
115747284,881725,25,20101112,223098
115747371,388763,25,20101113,112876
115747474,6477196,25,20101112,160225
115747474,38043467,25,20101112,179534
115747520,400495,25,20101113,121816
115747613,4463198,25,20101113,101475
115747911,5303066,25,20101112,
115748169,110161,25,20101112,
115748268,162581,25,20101112,
115748655,13623939,25,20101111,278028
115761884,4391850,25,20101109,
115762465,34429128,25,20101108,
115772960,174438,25,20101112,003813
115772960,1027986,25,20101112,
115772984,20874649,25,20101112,
115776505,3053378,25,20101114,012749
115779639,347895,25,20101112,016684
115781801,283986,25,20101108,006461
115789823,22187,25,20101012,
115789823,190489,25,20101012,010726
115789823,1689088,25,20101012,
115789823,3711604,25,20101012,
115790863,324490,25,20101115,014894
115796647,409268,25,20101115,222111
115796739,25864,25,20101115,024363
115796774,31283,25,20101115,129442
115797277,4876557,25,20101115,106112
115797921,22759737,25,20101115,175948
115798534,1340590,25,20101115,114415
115799968,31283,25,20101115,129442
115826780,285467,25,20101115,006730
115827207,7606842,25,20101115,
115827354,108533790,25,20101115,182331
115827479,21127,25,20101115,006008
115828442,662734,25,20101116,212628
115828444,266017,25,20101115,014489
115828444,11461566,25,20101115,179666
115828605,319676,25,20101116,019661
115830225,32669680,25,20101112,288931
115833433,21754679,25,20101115,211644
115834613,37985765,25,20101116,177659
115843815,375114,25,20101116,014674
115843899,24937,25,20101116,001690
115843902,314896,25,20101116,023978
115847539,36478,25,20101116,027845
115848448,341584,25,20101116,005723
115848448,4159864,25,20101116,
115848448,58020336,25,20101116,
115848595,61469089,25,20101116,
115849302,32307,25,20101115,117768
115849560,308806,25,20101115,012395
115849562,247611,25,20101115,012484
115849570,4224607,25,20101115,030731
115849585,9573447,25,20101115,165844
115849597,690041,25,20101115,152670
115849598,24604,25,20101115,143974
115849598,36704,25,20101115,
115849655,34093,25,20101115,013988
115849763,22233,25,20101115,014326
115849763,26238,25,20101115,112158
115860521,32667632,25,20101116,
115861484,328799,25,20101116,029353
115861484,527542,25,20101116,007977
115862371,33449617,25,20101117,282105
115866630,26208859,25,20101116,
115866675,25026,25,20101116,138122
115867999,4160808,25,20101116,
115872976,39346359,25,20101116,
115875958,30637892,25,20101116,
115876224,37985765,25,20101115,177659
115876724,6535408,25,20101115,
115877806,22247,25,20101117,012142
115877946,391687,25,20101111,003243
115878014,322495,25,20101117,014802
115878423,106772,25,20101116,017828
115878487,4469304,25,20101115,
115878539,8159136,25,20101115,
115879474,5394821,25,20101116,
115879530,115278136,25,20101117,
115879538,21803,25,20101117,007267
115882300,139677,25,20101111,006266
115882300,23315316,25,20101111,320651
115882636,134260,25,20101115,
115882636,2404807,25,20101115,
115882636,24867661,25,20101115,
115882681,2533762,25,20101117,
115885541,381686,25,20101117,066300
115886050,27510846,25,20101117,
115892480,268053,25,20101117,004087
115892994,62043630,25,20101117,183785
115893332,106880,25,20101117,
115893999,124678,25,20101117,163878
115894005,112881761,25,20101117,
115894178,36732,25,20101117,
115897285,27994984,25,20101117,
115897574,675577,25,20101118,147868
115901306,877237,25,20101118,104056
115902466,322495,25,20101118,014802
115902647,406338,25,20101117,004503
115906706,878773,25,20101118,202890
115910623,8665530,25,20101118,
115945320,29108,25,20101115,121436
115945320,91800,25,20101115,062634
115945320,23298944,25,20101115,
115945995,93471,25,20101118,125863
115946022,12437731,25,20101118,164293
115946309,3176566,25,20101118,062055
115946329,42722094,25,20101117,
115946609,314433,25,20101118,011513
115947506,1076828,25,20101118,176279
115947532,4522840,25,20101118,160498
115970671,880602,25,20101118,102958
115971109,385288,25,20101118,016681
115971246,10460355,25,20101119,
115973587,25798,25,20101118,002403
115975591,19049,25,20101118,007647
115975591,21803,25,20101118,007267
115976652,3172200,25,20101119,107610
115978451,8089664,25,20101118,204042
115978470,25500809,25,20101115,
115985191,319676,25,20101119,019661
115985196,671797,25,20101118,015671
115985205,3121016,25,20101118,012312
115985385,250312,25,20101117,001478
115985385,882300,25,20101117,108182
115985386,19049,25,20101119,007647
115985386,247611,25,20101119,012484
115985386,391687,25,20101119,003243
115988349,20726652,25,20101119,184068
115989718,30142852,25,20101118,281556
115989744,52064014,25,20101119,
115992520,34302,25,20101119,177127
115994117,875012,25,20101119,102187
115994123,22915158,25,20101117,321367
115995812,3553567,25,20101119,
115995896,36398,25,20101119,030007
116000018,25864,25,20101119,024363
116000024,370833,25,20101119,065527
116001036,190636,25,20101119,010793
116001126,378755,25,20101119,009215
116001933,3069829,25,20101118,
116002013,297114,25,20101119,008596
116003534,703050,25,20101119,127475
116003850,3553567,25,20101119,
116029475,24937,25,20101119,001690
116029475,399960,25,20101119,065986
116029475,8104897,25,20101119,251929
116029585,292891,25,20101119,008007
116029612,29096,25,20101119,160329
116029678,394466,25,20101118,002410
116029696,274265,25,20101121,004990
116029699,61355807,25,20101119,
116029704,334622,25,20101120,028877
116029759,94238,25,20101122,030662
116029779,319676,25,20101120,019661
116029798,22805,25,20101118,101846
116029798,1064487,25,20101118,
116029811,283737,25,20101118,006532
116029860,4217889,25,20101120,
116029910,24756,25,20101119,029397
116034108,10762517,25,20101119,
116034119,6705159,25,20101119,
116034175,22126320,25,20101119,
116034201,9682286,25,20101119,
116034324,20726713,25,20101119,
116034341,12679459,25,20101119,
116034452,1136766,25,20101119,006859
116034541,2111016,25,20101118,
116034569,283737,25,20101118,006532
116034596,283737,25,20101118,006532
116036164,283737,25,20101118,006532
116037484,23634068,25,20101118,
116047665,97461,25,20101118,101317
116049594,655542,25,20101114,001177
116055017,29246247,25,20101115,
116061009,57982339,25,20101112,
116064557,676351,25,20101115,
116065225,4480894,25,20101122,200247
116065227,4578879,25,20101103,
116065827,12962642,25,20101108,
116065894,313055,25,20101122,011259
116066055,20703845,25,20101122,
116066529,59337701,25,20101026,
116066825,632513,25,20101019,208751
116073994,288502,25,20101122,007257
116075439,37985765,25,20101120,177659
116075503,32264,25,20101122,011910
116075509,11314979,25,20101122,161000
116075884,19609,25,20101122,126136
116075884,173341,25,20101122,003226
116075884,862598,25,20101122,176404
116076638,97488,25,20101122,148270
116078903,93904,25,20101122,146139
116078943,381686,25,20101122,066300
116079033,8167773,25,20101119,254623
116079033,118246044,25,20101119,
116082031,334622,25,20101122,028877
116105493,1792003,25,20101122,
116105551,37985765,25,20101123,177659
116105761,4261430,25,20101116,
116107083,9643983,25,20101123,
116108501,411168,25,20101119,223148
116109881,681218,25,20101123,
116115529,6204707,25,20101122,
116116467,99804,25,20101122,121656
116118989,100409397,25,20101123,
116119942,167232,25,20101122,
116119942,27865007,25,20101122,
116120230,342988,25,20101122,
116120230,5885902,25,20101122,
116120230,25620423,25,20101122,179436
116120230,39948987,25,20101122,
116120964,30322913,25,20101123,
116121615,9282918,25,20101123,160340
116121624,388030,25,20101123,109179
116121624,33011792,25,20101123,
116122248,27963,25,20101123,016721
116122319,1549694,25,20101123,
116122319,4233449,25,20101123,
116122319,4234871,25,20101123,
116122477,26671573,25,20101122,
116122538,28558,25,20101123,
116123534,43503562,25,20101123,
116124714,335973,25,20101123,031203
116124714,8478244,25,20101123,177047
116124840,1067778,25,20101123,243145
116124840,10004664,25,20101123,254778
116124840,58964003,25,20101123,
116124840,58965655,25,20101123,
116124840,59599506,25,20101123,
116126290,275442,25,20101122,005180
116150034,33368,25,20101123,179746
116150084,372263213,25,20101123,
116152453,30345,25,20101123,116104
116152456,7666043,25,20101122,
116152519,30345,25,20101123,116104
116153572,3759121,25,20101123,
116153969,831552,25,20101123,185624
116154774,39695597,25,20101120,021241
116155516,268053,25,20101123,004087
116155519,1194613,25,20101123,176289
116156360,34277584,25,20101123,177425
116171201,42741660,25,20101123,180272
116173127,205573,25,20101123,023671
116173127,4780296,25,20101123,
116173524,262961,25,20101123,003358
116178978,361761,25,20101123,063338
116179059,37985765,25,20101123,177659
116179651,1266531,25,20101123,162140
116179651,4219180,25,20101123,
116179657,4222231,25,20101123,180405
116179670,314433,25,20101123,011513
116179735,30345,25,20101123,116104
116181188,126475,25,20101123,103487
116181235,33877184,25,20101124,284377
116181366,30212,25,20101123,124678
116181366,91868,25,20101123,104604
116181366,877066,25,20101123,251303
116181366,3048562,25,20101123,
116181366,23848718,25,20101123,
116181509,79324504,25,20101123,
116182277,821389,25,20101123,164471
116182741,875522,25,20101123,102146
116182741,1601712,25,20101123,
116182910,107134307,25,20101123,
116182980,24323140,25,20101123,
116182981,22889913,25,20101123,297271
116183640,100308218,25,20101123,
116183733,8070297,25,20101123,253601
116185383,105612,25,20101124,008972
116185383,162905,25,20101124,
116185383,268799,25,20101124,004213
116186645,46642432,25,20101123,
116193200,20703845,25,20101124,
116193631,278679,25,20101123,005680
116198999,1213814,25,20101120,112007
116199194,3116731,25,20101118,
116204791,195488,25,20101124,014447
116204791,874249,25,20101124,100581
116205462,416620,25,20101118,144496
116205526,4321316,25,20101118,154374
116205526,8102286,25,20101118,019434
116205526,9173204,25,20101118,260846
116205527,26962232,25,20101118,
116207085,416620,25,20101124,144496
116210014,370941,25,20101124,065376
116211243,22476017,25,20101123,
116211786,43503562,25,20101124,
116212444,22594908,25,20101124,165979
116212615,34322964,25,20101124,177486
116212869,5801190,25,20101119,212068
116212869,6262435,25,20101119,221666
116212869,10600106,25,20101119,239585
116212869,11187021,25,20101119,258078
116213545,1516089,25,20101124,158736
116216916,30025040,25,20101124,
116217177,1579389,25,20101124,001388
116217202,9002611,25,20101124,
116217311,516026,25,20101124,
116217662,12437731,25,20101124,164293
116217834,428613,25,20101124,164532
116217834,24947203,25,20101124,
116217836,37985765,25,20101124,177659
116217860,9282918,25,20101124,160340
116219439,52291699,25,20101124,
116219505,37985765,25,20101125,177659
116219851,95686,25,20101124,132524
116219854,28238,25,20101124,
116219854,22743691,25,20101124,
116220051,3074021,25,20101124,
116220080,8032077,25,20101124,
116220097,30985506,25,20101125,
116220575,3759121,25,20101124,
116221482,393269,25,20101124,015362
116222185,405739,25,20101125,028838
116222185,698396,25,20101125,
116223225,7320497,25,20101125,157441
116223667,20765463,25,20101125,170617
116228554,4481308,25,20101125,253546
116229353,702071,25,20101125,
116231523,20344720,25,20101125,282479
116248934,27460,25,20101126,024283
116248958,382553,25,20101126,101310
116249198,348748,25,20101126,030198
